Frequency (Hz),Magnitude,Magnitude (dB)
1216.5760,0.000033,-89.659836
1217.2813,0.000035,-89.242752
1217.9866,0.000059,-84.652142
1218.6918,0.000085,-81.415570
1219.3971,0.000103,-79.777712
1220.1024,0.000076,-82.349678
1220.8076,0.000068,-83.369542
1221.5129,0.000065,-83.797174
1222.2181,0.000056,-85.107316
1222.9234,0.000023,-92.781668
1223.6287,0.000039,-88.142821
1224.3339,0.000045,-86.898122
1225.0392,0.000012,-98.336917
1225.7444,0.000057,-84.844901
1226.4497,0.000041,-87.696706
1227.1550,0.000041,-87.740192
1227.8602,0.000033,-89.586587
1228.5655,0.000021,-93.443230
1229.2708,0.000064,-83.849944
1229.9760,0.000058,-84.667796
1230.6813,0.000067,-83.435303
1231.3865,0.000032,-90.026631
1232.0918,0.000015,-96.671913
1232.7971,0.000023,-92.886009
1233.5023,0.000019,-94.253620
1234.2076,0.000043,-87.313441
1234.9128,0.000028,-91.100079
1235.6181,0.000023,-92.780958
1236.3234,0.000046,-86.694989
1237.0286,0.000032,-89.970653
1237.7339,0.000050,-86.087617
1238.4391,0.000020,-93.826602
1239.1444,0.000015,-96.756947
1239.8497,0.000027,-91.307345
1240.5549,0.000052,-85.745704
1241.2602,0.000029,-90.879295
1241.9655,0.000063,-83.994888
1242.6707,0.000053,-85.438511
1243.3760,0.000056,-85.100482
1244.0812,0.000031,-90.204489
1244.7865,0.000038,-88.363956
1245.4918,0.000017,-95.488210
1246.1970,0.000019,-94.603969
1246.9023,0.000040,-87.934915
1247.6075,0.000061,-84.315964
1248.3128,0.000101,-79.894933
1249.0181,0.000046,-86.829701
1249.7233,0.000089,-81.031815
1250.4286,0.000058,-84.690461
1251.1339,0.000078,-82.189735
1251.8391,0.000071,-82.999561
1252.5444,0.000129,-77.816861
1253.2496,0.000074,-82.570306
1253.9549,0.000104,-79.621102
1254.6602,0.000024,-92.291329
1255.3654,0.000061,-84.278629
1256.0707,0.000059,-84.628140
1256.7759,0.000004,-107.399816
1257.4812,0.000057,-84.812210
1258.1865,0.000066,-83.616420
1258.8917,0.000087,-81.249718
1259.5970,0.000067,-83.456403
1260.3023,0.000036,-88.945530
1261.0075,0.000058,-84.754593
1261.7128,0.000037,-88.560475
1262.4180,0.000129,-77.769932
1263.1233,0.000086,-81.301375
1263.8286,0.000123,-78.228214
1264.5338,0.000066,-83.665209
1265.2391,0.000097,-80.227669
1265.9443,0.000076,-82.390661
1266.6496,0.000088,-81.143137
1267.3549,0.000042,-87.521980
1268.0601,0.000158,-76.009308
1268.7654,0.000047,-86.515468
1269.4707,0.000066,-83.592954
1270.1759,0.000090,-80.909009
1270.8812,0.000043,-87.381395
1271.5864,0.000032,-89.954544
1272.2917,0.000012,-98.467689
1272.9970,0.000036,-88.954317
1273.7022,0.000053,-85.486583
1274.4075,0.000011,-98.917467
1275.1127,0.000013,-97.605979
1275.8180,0.000050,-86.059622
1276.5233,0.000019,-94.394376
1277.2285,0.000077,-82.294407
1277.9338,0.000043,-87.342381
1278.6391,0.000012,-98.189412
1279.3443,0.000003,-109.320806
1280.0496,0.000031,-90.117959
1280.7548,0.000032,-89.925918
1281.4601,0.000037,-88.680128
1282.1654,0.000065,-83.749630
1282.8706,0.000050,-86.061642
1283.5759,0.000015,-96.274893
1284.2811,0.000034,-89.381983
1284.9864,0.000021,-93.366045
1285.6917,0.000023,-92.932134
1286.3969,0.000046,-86.669288
1287.1022,0.000049,-86.112922
1287.8075,0.000012,-98.597678
1288.5127,0.000054,-85.430049
1289.2180,0.000055,-85.134827
1289.9232,0.000083,-81.618129
1290.6285,0.000017,-95.352765
1291.3338,0.000010,-99.735650
1292.0390,0.000062,-84.208252
1292.7443,0.000049,-86.113206
1293.4495,0.000026,-91.643744
1294.1548,0.000009,-101.183628
1294.8601,0.000079,-82.009056
1295.5653,0.000084,-81.530001
1296.2706,0.000068,-83.362987
1296.9759,0.000064,-83.939480
1297.6811,0.000083,-81.670674
1298.3864,0.000080,-81.902053
1299.0916,0.000024,-92.517298
1299.7969,0.000083,-81.639282
1300.5022,0.000025,-92.179216
1301.2074,0.000038,-88.454330
1301.9127,0.000013,-97.408710
1302.6179,0.000060,-84.488880
1303.3232,0.000070,-83.131892
1304.0285,0.000044,-87.135299
1304.7337,0.000019,-94.602567
1305.4390,0.000084,-81.537608
1306.1443,0.000044,-87.058507
1306.8495,0.000048,-86.410237
1307.5548,0.000046,-86.681063
1308.2600,0.000056,-85.072040
1308.9653,0.000014,-97.197234
1309.6706,0.000051,-85.775166
1310.3758,0.000055,-85.218991
1311.0811,0.000035,-89.206224
1311.7863,0.000030,-90.487535
1312.4916,0.000065,-83.743416
1313.1969,0.000036,-88.938591
1313.9021,0.000019,-94.593508
1314.6074,0.000015,-96.286901
1315.3126,0.000068,-83.337051
1316.0179,0.000084,-81.557780
1316.7232,0.000085,-81.461686
1317.4284,0.000080,-81.948397
1318.1337,0.000047,-86.476175
1318.8390,0.000076,-82.336604
1319.5442,0.000019,-94.554520
1320.2495,0.000049,-86.169856
1320.9547,0.000046,-86.815840
1321.6600,0.000012,-98.639074
1322.3653,0.000054,-85.312946
1323.0705,0.000026,-91.698431
1323.7758,0.000046,-86.784644
1324.4810,0.000018,-95.100241
1325.1863,0.000030,-90.573579
1325.8916,0.000030,-90.564528
1326.5968,0.000044,-87.059888
1327.3021,0.000038,-88.491233
1328.0074,0.000069,-83.164751
1328.7126,0.000048,-86.408957
1329.4179,0.000037,-88.634675
1330.1231,0.000051,-85.854434
1330.8284,0.000011,-99.502317
1331.5337,0.000014,-97.004010
1332.2389,0.000027,-91.437688
1332.9442,0.000082,-81.769666
1333.6494,0.000035,-89.198296
1334.3547,0.000111,-79.075286
1335.0600,0.000065,-83.750379
1335.7652,0.000129,-77.771288
1336.4705,0.000025,-92.095783
1337.1758,0.000077,-82.261231
1337.8810,0.000071,-83.029429
1338.5863,0.000033,-89.734498
1339.2915,0.000066,-83.554167
1339.9968,0.000020,-94.107869
1340.7021,0.000044,-87.199281
1341.4073,0.000027,-91.249854
1342.1126,0.000051,-85.921594
1342.8178,0.000050,-86.032179
1343.5231,0.000060,-84.377286
1344.2284,0.000066,-83.655587
1344.9336,0.000084,-81.464303
1345.6389,0.000030,-90.533861
1346.3442,0.000061,-84.274787
1347.0494,0.000076,-82.371428
1347.7547,0.000043,-87.379964
1348.4599,0.000028,-91.193509
1349.1652,0.000040,-87.968559
1349.8705,0.000062,-84.093075
1350.5757,0.000055,-85.212206
1351.2810,0.000056,-85.017058
1351.9862,0.000090,-80.918511
1352.6915,0.000025,-91.901153
1353.3968,0.000076,-82.334369
1354.1020,0.000058,-84.746135
1354.8073,0.000082,-81.712404
1355.5126,0.000054,-85.404044
1356.2178,0.000029,-90.884301
1356.9231,0.000054,-85.276399
1357.6283,0.000065,-83.714390
1358.3336,0.000072,-82.827950
1359.0389,0.000012,-98.426471
1359.7441,0.000023,-92.673841
1360.4494,0.000022,-93.031891
1361.1546,0.000078,-82.201161
1361.8599,0.000007,-103.606824
1362.5652,0.000067,-83.521990
1363.2704,0.000075,-82.502196
1363.9757,0.000079,-82.098758
1364.6810,0.000015,-96.731957
1365.3862,0.000031,-90.082216
1366.0915,0.000051,-85.918424
1366.7967,0.000085,-81.392025
1367.5020,0.000045,-86.878231
1368.2073,0.000038,-88.490163
1368.9125,0.000079,-82.027413
1369.6178,0.000038,-88.416698
1370.3230,0.000031,-90.052856
1371.0283,0.000049,-86.166400
1371.7336,0.000070,-83.100342
1372.4388,0.000110,-79.191043
1373.1441,0.000032,-89.821371
1373.8494,0.000006,-104.293798
1374.5546,0.000080,-81.912849
1375.2599,0.000055,-85.256866
1375.9651,0.000038,-88.354319
1376.6704,0.000065,-83.804318
1377.3757,0.000056,-84.985446
1378.0809,0.000085,-81.389484
1378.7862,0.000032,-89.932573
1379.4914,0.000049,-86.132994
1380.1967,0.000060,-84.458248
1380.9020,0.000007,-103.642260
1381.6072,0.000046,-86.722695
1382.3125,0.000033,-89.750354
1383.0178,0.000075,-82.515597
1383.7230,0.000061,-84.273509
1384.4283,0.000035,-89.139486
1385.1335,0.000069,-83.223304
1385.8388,0.000038,-88.298483
1386.5441,0.000058,-84.697392
1387.2493,0.000077,-82.284275
1387.9546,0.000038,-88.460524
1388.6598,0.000076,-82.420147
1389.3651,0.000069,-83.277609
1390.0704,0.000107,-79.392834
1390.7756,0.000115,-78.777643
1391.4809,0.000017,-95.621610
1392.1862,0.000161,-75.889618
1392.8914,0.000096,-80.391577
1393.5967,0.000047,-86.592698
1394.3019,0.000103,-79.741832
1395.0072,0.000133,-77.492039
1395.7125,0.000107,-79.431103
1396.4177,0.000095,-80.454323
1397.1230,0.000042,-87.539101
1397.8282,0.000140,-77.102469
1398.5335,0.000109,-79.233525
1399.2388,0.000066,-83.602001
1399.9440,0.000049,-86.247935
1400.6493,0.000033,-89.734527
1401.3545,0.000111,-79.097395
1402.0598,0.000123,-78.186662
1402.7651,0.000005,-105.560581
1403.4703,0.000085,-81.417872
1404.1756,0.000121,-78.339432
1404.8809,0.000061,-84.317687
1405.5861,0.000080,-81.942617
1406.2914,0.000020,-94.118291
1406.9966,0.000052,-85.657638
1407.7019,0.000078,-82.200645
1408.4072,0.000044,-87.083956
1409.1124,0.000033,-89.551603
1409.8177,0.000053,-85.527001
1410.5229,0.000034,-89.262719
1411.2282,0.000110,-79.151081
1411.9335,0.000061,-84.230017
1412.6387,0.000014,-96.964454
1413.3440,0.000020,-93.879059
1414.0493,0.000033,-89.605429
1414.7545,0.000070,-83.133874
1415.4598,0.000060,-84.468214
1416.1650,0.000068,-83.357250
1416.8703,0.000036,-88.767788
1417.5756,0.000094,-80.535131
1418.2808,0.000020,-93.977469
1418.9861,0.000007,-103.183309
1419.6913,0.000047,-86.499977
1420.3966,0.000039,-88.249165
1421.1019,0.000066,-83.561815
1421.8071,0.000024,-92.266649
1422.5124,0.000015,-96.537265
1423.2177,0.000030,-90.361212
1423.9229,0.000025,-92.134152
1424.6282,0.000021,-93.355033
1425.3334,0.000028,-90.983393
1426.0387,0.000011,-99.241476
1426.7440,0.000047,-86.551669
1427.4492,0.000064,-83.934491
1428.1545,0.000053,-85.507000
1428.8597,0.000039,-88.075929
1429.5650,0.000037,-88.575334
1430.2703,0.000038,-88.309671
1430.9755,0.000037,-88.641462
1431.6808,0.000014,-96.923831
1432.3861,0.000027,-91.355260
1433.0913,0.000027,-91.377122
1433.7966,0.000053,-85.459623
1434.5018,0.000031,-90.082960
1435.2071,0.000027,-91.262311
1435.9124,0.000037,-88.535823
1436.6176,0.000031,-90.201229
1437.3229,0.000044,-87.104973
1438.0281,0.000008,-101.563854
1438.7334,0.000010,-99.932274
1439.4387,0.000024,-92.350600
1440.1439,0.000027,-91.214527
1440.8492,0.000038,-88.330162
1441.5545,0.000022,-92.977813
1442.2597,0.000015,-96.437243
1442.9650,0.000054,-85.344101
1443.6702,0.000043,-87.257601
1444.3755,0.000032,-90.026213
1445.0808,0.000015,-96.424320
1445.7860,0.000074,-82.594769
1446.4913,0.000028,-91.201934
1447.1965,0.000028,-91.016865
1447.9018,0.000044,-87.176098
1448.6071,0.000101,-79.927651
1449.3123,0.000055,-85.193548
1450.0176,0.000047,-86.604027
1450.7229,0.000066,-83.564277
1451.4281,0.000055,-85.212506
1452.1334,0.000065,-83.768058
1452.8386,0.000014,-96.962576
1453.5439,0.000050,-86.003039
1454.2492,0.000030,-90.487822
1454.9544,0.000044,-87.140165
1455.6597,0.000029,-90.845730
1456.3649,0.000047,-86.650077
1457.0702,0.000057,-84.824859
1457.7755,0.000068,-83.397863
1458.4807,0.000008,-101.885132
1459.1860,0.000036,-88.798050
1459.8913,0.000018,-94.722292
1460.5965,0.000023,-92.915474
1461.3018,0.000036,-88.795007
1462.0070,0.000052,-85.663739
1462.7123,0.000047,-86.622962
1463.4176,0.000045,-86.856198
1464.1228,0.000048,-86.318072
1464.8281,0.000060,-84.370805
1465.5333,0.000050,-86.024981
1466.2386,0.000030,-90.410008
1466.9439,0.000009,-101.174852
1467.6491,0.000013,-97.644613
1468.3544,0.000025,-91.886023
1469.0597,0.000019,-94.228449
1469.7649,0.000029,-90.781952
1470.4702,0.000034,-89.296077
1471.1754,0.000034,-89.440993
1471.8807,0.000015,-96.547280
1472.5860,0.000008,-102.155662
1473.2912,0.000035,-89.038314
1473.9965,0.000023,-92.906330
1474.7017,0.000016,-96.018764
1475.4070,0.000030,-90.566584
1476.1123,0.000042,-87.460922
1476.8175,0.000031,-90.046262
1477.5228,0.000035,-89.100423
1478.2281,0.000058,-84.680021
1478.9333,0.000100,-80.001371
1479.6386,0.000048,-86.401971
1480.3438,0.000049,-86.252253
1481.0491,0.000051,-85.793577
1481.7544,0.000043,-87.423327
1482.4596,0.000042,-87.588814
1483.1649,0.000073,-82.734148
1483.8701,0.000032,-89.857671
1484.5754,0.000073,-82.676254
1485.2807,0.000017,-95.478216
1485.9859,0.000017,-95.251947
1486.6912,0.000040,-87.857624
1487.3964,0.000044,-87.066283
1488.1017,0.000085,-81.454567
1488.8070,0.000069,-83.208509
1489.5122,0.000032,-89.922696
1490.2175,0.000039,-88.193282
1490.9228,0.000035,-89.242879
1491.6280,0.000044,-87.211759
1492.3333,0.000065,-83.723122
1493.0385,0.000012,-98.195012
1493.7438,0.000044,-87.067570
1494.4491,0.000039,-88.258494
1495.1543,0.000010,-100.346861
1495.8596,0.000050,-85.968360
1496.5648,0.000017,-95.149295
1497.2701,0.000039,-88.247553
1497.9754,0.000075,-82.492590
1498.6806,0.000029,-90.615301
1499.3859,0.000009,-101.169525
1500.0912,0.000045,-86.892372
1500.7964,0.000026,-91.812969
1501.5017,0.000069,-83.227369
1502.2069,0.000055,-85.149879
1502.9122,0.000067,-83.458127
1503.6175,0.000018,-94.674498
1504.3227,0.000041,-87.759707
1505.0280,0.000021,-93.582857
1505.7332,0.000077,-82.292154
1506.4385,0.000080,-81.990724
1507.1438,0.000049,-86.166008
1507.8490,0.000052,-85.643958
1508.5543,0.000036,-88.935976
1509.2596,0.000028,-90.961403
1509.9648,0.000030,-90.472080
1510.6701,0.000030,-90.598019
1511.3753,0.000084,-81.508016
1512.0806,0.000094,-80.506577
1512.7859,0.000055,-85.233336
1513.4911,0.000085,-81.389510
1514.1964,0.000029,-90.834886
1514.9016,0.000056,-85.040104
1515.6069,0.000050,-85.956675
1516.3122,0.000050,-85.997222
1517.0174,0.000032,-89.801674
1517.7227,0.000020,-93.796973
1518.4280,0.000057,-84.828802
1519.1332,0.000057,-84.874868
1519.8385,0.000056,-85.065366
1520.5437,0.000079,-82.020732
1521.2490,0.000008,-102.017227
1521.9543,0.000048,-86.417077
1522.6595,0.000092,-80.688074
1523.3648,0.000039,-88.190692
1524.0700,0.000087,-81.213438
1524.7753,0.000043,-87.231866
1525.4806,0.000019,-94.271105
1526.1858,0.000032,-89.978033
1526.8911,0.000015,-96.581473
1527.5964,0.000023,-92.758920
1528.3016,0.000072,-82.821433
1529.0069,0.000048,-86.446225
1529.7121,0.000054,-85.358599
1530.4174,0.000039,-88.286687
1531.1227,0.000012,-98.633068
1531.8279,0.000040,-88.025152
1532.5332,0.000106,-79.509501
1533.2384,0.000077,-82.240942
1533.9437,0.000095,-80.406876
1534.6490,0.000061,-84.285201
1535.3542,0.000080,-81.964569
1536.0595,0.000039,-88.127541
1536.7648,0.000072,-82.844464
1537.4700,0.000032,-89.846391
1538.1753,0.000157,-76.078149
1538.8805,0.000109,-79.271119
1539.5858,0.000093,-80.629586
1540.2911,0.000054,-85.317745
1540.9963,0.000102,-79.840567
1541.7016,0.000050,-85.979024
1542.4068,0.000087,-81.165242
1543.1121,0.000058,-84.743304
1543.8174,0.000086,-81.262834
1544.5226,0.000073,-82.780978
1545.2279,0.000099,-80.064124
1545.9332,0.000048,-86.393502
1546.6384,0.000044,-87.086762
1547.3437,0.000062,-84.150105
1548.0489,0.000033,-89.632367
1548.7542,0.000030,-90.493458
1549.4595,0.000043,-87.237183
1550.1647,0.000059,-84.592050
1550.8700,0.000085,-81.429133
1551.5752,0.000044,-87.101905
1552.2805,0.000034,-89.261325
1552.9858,0.000031,-90.205448
1553.6910,0.000046,-86.714075
1554.3963,0.000043,-87.365240
1555.1016,0.000023,-92.615271
1555.8068,0.000018,-95.104883
1556.5121,0.000026,-91.643304
1557.2173,0.000014,-97.352228
1557.9226,0.000024,-92.395990
1558.6279,0.000010,-100.359488
1559.3331,0.000003,-110.096713
1560.0384,0.000029,-90.664607
1560.7436,0.000019,-94.590588
1561.4489,0.000022,-93.042482
1562.1542,0.000023,-92.669985
1562.8594,0.000019,-94.614084
1563.5647,0.000031,-90.040873
1564.2700,0.000047,-86.609068
1564.9752,0.000035,-89.051763
1565.6805,0.000040,-88.010440
1566.3857,0.000023,-92.789641
1567.0910,0.000034,-89.497246
1567.7963,0.000004,-107.301323
1568.5015,0.000023,-92.742839
1569.2068,0.000010,-99.780276
1569.9120,0.000050,-85.950496
1570.6173,0.000027,-91.369088
1571.3226,0.000058,-84.804386
1572.0278,0.000004,-108.082815
1572.7331,0.000032,-90.032064
1573.4383,0.000018,-94.801125
1574.1436,0.000037,-88.682772
1574.8489,0.000027,-91.363447
1575.5541,0.000029,-90.626969
1576.2594,0.000027,-91.395833
1576.9647,0.000041,-87.745922
1577.6699,0.000025,-91.930897
1578.3752,0.000020,-93.953415
1579.0804,0.000062,-84.184970
1579.7857,0.000049,-86.178488
1580.4910,0.000046,-86.753083
1581.1962,0.000024,-92.503814
1581.9015,0.000047,-86.629379
1582.6067,0.000046,-86.784456
1583.3120,0.000042,-87.460306
1584.0173,0.000040,-87.964504
1584.7225,0.000068,-83.347903
1585.4278,0.000045,-87.002190
1586.1331,0.000056,-85.109728
1586.8383,0.000049,-86.137097
1587.5436,0.000054,-85.418558
1588.2488,0.000103,-79.764967
1588.9541,0.000057,-84.911468
1589.6594,0.000044,-87.147401
1590.3646,0.000049,-86.241695
1591.0699,0.000079,-82.000122
1591.7751,0.000039,-88.128553
1592.4804,0.000008,-101.439350
1593.1857,0.000028,-91.152845
1593.8909,0.000082,-81.678923
1594.5962,0.000023,-92.630130
1595.3015,0.000030,-90.365321
1596.0067,0.000086,-81.302388
1596.7120,0.000057,-84.875049
1597.4172,0.000053,-85.588324
1598.1225,0.000027,-91.274109
1598.8278,0.000063,-83.977826
1599.5330,0.000064,-83.907875
1600.2383,0.000020,-93.773551
1600.9435,0.000020,-94.079603
1601.6488,0.000072,-82.833090
1602.3541,0.000078,-82.105627
1603.0593,0.000025,-91.929895
1603.7646,0.000029,-90.789409
1604.4699,0.000046,-86.769562
1605.1751,0.000107,-79.407126
1605.8804,0.000036,-88.866753
1606.5856,0.000049,-86.220079
1607.2909,0.000102,-79.819229
1607.9962,0.000114,-78.842343
1608.7014,0.000015,-96.278686
1609.4067,0.000041,-87.724798
1610.1119,0.000014,-96.815391
1610.8172,0.000083,-81.647714
1611.5225,0.000035,-89.195668
1612.2277,0.000021,-93.504060
1612.9330,0.000010,-99.669349
1613.6383,0.000035,-89.084075
1614.3435,0.000047,-86.557966
1615.0488,0.000024,-92.456086
1615.7540,0.000041,-87.673701
1616.4593,0.000061,-84.296067
1617.1646,0.000031,-90.263968
1617.8698,0.000037,-88.533161
1618.5751,0.000056,-85.012089
1619.2803,0.000052,-85.753761
1619.9856,0.000048,-86.461553
1620.6909,0.000035,-89.180965
1621.3961,0.000082,-81.695562
1622.1014,0.000106,-79.480382
1622.8067,0.000040,-87.899330
1623.5119,0.000038,-88.332286
1624.2172,0.000063,-84.035923
1624.9224,0.000105,-79.568668
1625.6277,0.000077,-82.240570
1626.3330,0.000011,-99.144719
1627.0382,0.000079,-82.100808
1627.7435,0.000101,-79.934441
1628.4487,0.000072,-82.899471
1629.1540,0.000053,-85.510374
1629.8593,0.000100,-79.963317
1630.5645,0.000125,-78.089520
1631.2698,0.000102,-79.837586
1631.9751,0.000020,-94.180443
1632.6803,0.000054,-85.360457
1633.3856,0.000139,-77.125039
1634.0908,0.000087,-81.256307
1634.7961,0.000076,-82.427905
1635.5014,0.000040,-88.060613
1636.2066,0.000083,-81.652629
1636.9119,0.000112,-79.012521
1637.6171,0.000034,-89.477267
1638.3224,0.000030,-90.570816
1639.0277,0.000035,-89.028736
1639.7329,0.000082,-81.715388
1640.4382,0.000044,-87.087599
1641.1435,0.000032,-90.011518
1641.8487,0.000032,-90.020696
1642.5540,0.000093,-80.649145
1643.2592,0.000031,-90.173506
1643.9645,0.000048,-86.441006
1644.6698,0.000064,-83.858781
1645.3750,0.000078,-82.112943
1646.0803,0.000025,-92.002278
1646.7855,0.000063,-84.036200
1647.4908,0.000044,-87.205312
1648.1961,0.000053,-85.565428
1648.9013,0.000034,-89.425598
1649.6066,0.000027,-91.326011
1650.3119,0.000028,-91.053530
1651.0171,0.000043,-87.311791
1651.7224,0.000023,-92.934389
1652.4276,0.000015,-96.716184
1653.1329,0.000049,-86.238070
1653.8382,0.000016,-95.757807
1654.5434,0.000048,-86.401674
1655.2487,0.000024,-92.474167
1655.9539,0.000044,-87.063376
1656.6592,0.000009,-100.957264
1657.3645,0.000028,-91.045717
1658.0697,0.000040,-88.045669
1658.7750,0.000031,-90.207626
1659.4802,0.000017,-95.552107
1660.1855,0.000053,-85.542477
1660.8908,0.000022,-93.182301
1661.5960,0.000051,-85.789854
1662.3013,0.000025,-91.985040
1663.0066,0.000051,-85.901981
1663.7118,0.000024,-92.274893
1664.4171,0.000069,-83.173662
1665.1223,0.000024,-92.567011
1665.8276,0.000024,-92.541439
1666.5329,0.000054,-85.315420
1667.2381,0.000042,-87.437125
1667.9434,0.000014,-97.311382
1668.6486,0.000035,-89.096713
1669.3539,0.000030,-90.325672
1670.0592,0.000024,-92.393096
1670.7644,0.000013,-97.946996
1671.4697,0.000036,-88.857480
1672.1750,0.000020,-94.005299
1672.8802,0.000021,-93.598427
1673.5855,0.000014,-97.042192
1674.2907,0.000011,-98.796574
1674.9960,0.000018,-94.856043
1675.7013,0.000051,-85.906645
1676.4065,0.000016,-95.709492
1677.1118,0.000023,-92.830591
1677.8170,0.000038,-88.315027
1678.5223,0.000031,-90.080152
1679.2276,0.000012,-98.077852
1679.9328,0.000050,-85.962691
1680.6381,0.000062,-84.160088
1681.3434,0.000007,-102.987812
1682.0486,0.000038,-88.494383
1682.7539,0.000066,-83.644921
1683.4591,0.000033,-89.700580
1684.1644,0.000062,-84.152564
1684.8697,0.000019,-94.244131
1685.5749,0.000011,-99.039626
1686.2802,0.000037,-88.549783
1686.9854,0.000038,-88.517580
1687.6907,0.000002,-114.439543
1688.3960,0.000012,-98.219634
1689.1012,0.000036,-88.874764
1689.8065,0.000041,-87.820206
1690.5118,0.000031,-90.180288
1691.2170,0.000038,-88.314420
1691.9223,0.000059,-84.598392
1692.6275,0.000030,-90.441141
1693.3328,0.000051,-85.861560
1694.0381,0.000067,-83.529603
1694.7433,0.000023,-92.700988
1695.4486,0.000056,-85.063298
1696.1538,0.000055,-85.212367
1696.8591,0.000025,-92.025229
1697.5644,0.000030,-90.485119
1698.2696,0.000042,-87.625318
1698.9749,0.000006,-104.357237
1699.6802,0.000044,-87.205805
1700.3854,0.000016,-96.098887
1701.0907,0.000006,-105.126695
1701.7959,0.000028,-90.972647
1702.5012,0.000060,-84.430972
1703.2065,0.000003,-111.632933
1703.9117,0.000004,-108.892143
1704.6170,0.000040,-88.040551
1705.3222,0.000038,-88.353012
1706.0275,0.000004,-107.165437
1706.7328,0.000019,-94.312525
1707.4380,0.000029,-90.766474
1708.1433,0.000026,-91.683730
1708.8486,0.000033,-89.710432
1709.5538,0.000016,-96.176018
1710.2591,0.000010,-100.067573
1710.9643,0.000011,-99.130976
1711.6696,0.000014,-97.014360
1712.3749,0.000006,-104.206754
1713.0801,0.000010,-100.359053
1713.7854,0.000017,-95.329136
1714.4906,0.000009,-100.548083
1715.1959,0.000027,-91.402252
1715.9012,0.000021,-93.746877
1716.6064,0.000036,-88.782634
1717.3117,0.000007,-102.597057
1718.0170,0.000023,-92.934230
1718.7222,0.000055,-85.198776
1719.4275,0.000013,-98.030106
1720.1327,0.000016,-96.164110
1720.8380,0.000027,-91.484613
1721.5433,0.000014,-97.207653
1722.2485,0.000022,-93.264435
1722.9538,0.000017,-95.186770
1723.6590,0.000025,-91.971868
1724.3643,0.000046,-86.717799
1725.0696,0.000025,-92.066713
1725.7748,0.000026,-91.565846
1726.4801,0.000025,-91.945862
1727.1854,0.000035,-89.073318
1727.8906,0.000037,-88.524219
1728.5959,0.000009,-101.167425
1729.3011,0.000018,-94.752584
1730.0064,0.000038,-88.312734
1730.7117,0.000027,-91.231031
1731.4169,0.000017,-95.515334
1732.1222,0.000021,-93.455054
1732.8274,0.000042,-87.464823
1733.5327,0.000025,-92.109536
1734.2380,0.000034,-89.291941
1734.9432,0.000012,-98.345806
1735.6485,0.000081,-81.821741
1736.3538,0.000053,-85.534848
1737.0590,0.000012,-98.764169
1737.7643,0.000045,-86.928726
1738.4695,0.000011,-99.065827
1739.1748,0.000050,-85.997033
1739.8801,0.000018,-94.860736
1740.5853,0.000012,-98.512057
1741.2906,0.000063,-84.052782
1741.9958,0.000019,-94.244996
1742.7011,0.000017,-95.309393
1743.4064,0.000033,-89.548313
1744.1116,0.000021,-93.465345
1744.8169,0.000040,-88.016878
1745.5221,0.000015,-96.335645
1746.2274,0.000014,-96.849951
1746.9327,0.000055,-85.205257
1747.6379,0.000005,-106.495816
1748.3432,0.000032,-89.877098
1749.0485,0.000031,-90.119601
1749.7537,0.000048,-86.379078
1750.4590,0.000011,-99.347378
1751.1642,0.000021,-93.478323
1751.8695,0.000031,-90.039263
1752.5748,0.000026,-91.710158
1753.2800,0.000020,-93.784133
1753.9853,0.000048,-86.308841
1754.6905,0.000034,-89.449416
1755.3958,0.000050,-85.960368
1756.1011,0.000034,-89.328484
1756.8063,0.000020,-94.034135
1757.5116,0.000061,-84.317199
1758.2169,0.000029,-90.613886
1758.9221,0.000031,-90.176840
1759.6274,0.000078,-82.117910
1760.3326,0.000030,-90.416902
1761.0379,0.000058,-84.743640
1761.7432,0.000074,-82.608565
1762.4484,0.000010,-99.723480
1763.1537,0.000042,-87.624325
1763.8589,0.000031,-90.253446
1764.5642,0.000018,-95.120663
1765.2695,0.000040,-87.989412
1765.9747,0.000026,-91.791237
1766.6800,0.000027,-91.530627
1767.3853,0.000041,-87.675449
1768.0905,0.000043,-87.325402
1768.7958,0.000039,-88.238245
1769.5010,0.000031,-90.221470
1770.2063,0.000041,-87.790764
1770.9116,0.000070,-83.142498
1771.6168,0.000033,-89.718951
1772.3221,0.000066,-83.624776
1773.0273,0.000063,-83.955940
1773.7326,0.000051,-85.863260
1774.4379,0.000103,-79.772552
1775.1431,0.000047,-86.480284
1775.8484,0.000066,-83.560832
1776.5537,0.000097,-80.230463
1777.2589,0.000009,-100.492757
1777.9642,0.000075,-82.524148
1778.6694,0.000098,-80.213286
1779.3747,0.000024,-92.342374
1780.0800,0.000058,-84.701818
1780.7852,0.000061,-84.298636
1781.4905,0.000028,-90.968559
1782.1957,0.000086,-81.305490
1782.9010,0.000027,-91.518372
1783.6063,0.000046,-86.665657
1784.3115,0.000057,-84.840318
1785.0168,0.000036,-88.896142
1785.7221,0.000044,-87.145315
1786.4273,0.000041,-87.646341
1787.1326,0.000049,-86.159145
1787.8378,0.000056,-85.034302
1788.5431,0.000024,-92.246015
1789.2484,0.000042,-87.561046
1789.9536,0.000030,-90.506129
1790.6589,0.000038,-88.378723
1791.3641,0.000071,-82.961748
1792.0694,0.000047,-86.646318
1792.7747,0.000104,-79.618098
1793.4799,0.000103,-79.756094
1794.1852,0.000050,-86.071305
1794.8905,0.000122,-78.273678
1795.5957,0.000069,-83.183942
