Time (s),Amplitude
0.110839,-0.037292
0.110884,-0.016632
0.110930,0.012085
0.110975,0.029022
0.111020,0.025177
0.111066,0.005493
0.111111,-0.015320
0.111156,-0.023468
0.111202,-0.015381
0.111247,0.001465
0.111293,0.013733
0.111338,0.013641
0.111383,0.005280
0.111429,-0.002930
0.111474,-0.005768
0.111519,-0.003265
0.111565,-0.000244
0.111610,-0.001007
0.111655,-0.004425
0.111701,-0.005157
0.111746,0.000519
0.111791,0.009735
0.111837,0.014587
0.111882,0.008728
0.111927,-0.006439
0.111973,-0.020050
0.112018,-0.020538
0.112063,-0.005981
0.112109,0.015350
0.112154,0.029175
0.112200,0.023132
0.112245,-0.001068
0.112290,-0.026611
0.112336,-0.034454
0.112381,-0.018341
0.112426,0.010986
0.112472,0.033813
0.112517,0.033844
0.112562,0.009857
0.112608,-0.019989
0.112653,-0.033722
0.112698,-0.024200
0.112744,0.000366
0.112789,0.023621
0.112834,0.029602
0.112880,0.015167
0.112925,-0.007599
0.112971,-0.022980
0.113016,-0.021729
0.113061,-0.006165
0.113107,0.009857
0.113152,0.014221
0.113197,0.008545
0.113243,0.000092
0.113288,-0.006165
0.113333,-0.006195
0.113379,-0.001740
0.113424,-0.000092
0.113469,-0.002960
0.113515,-0.005066
0.113560,-0.002350
0.113605,0.005402
0.113651,0.013275
0.113696,0.012939
0.113741,0.000610
0.113787,-0.017426
0.113832,-0.027344
0.113878,-0.018066
0.113923,0.008942
0.113968,0.036682
0.114014,0.041656
0.114059,0.015503
0.114104,-0.025574
0.114150,-0.053802
0.114195,-0.046814
0.114240,-0.003235
0.114286,0.047211
0.114331,0.065216
0.114376,0.038208
0.114422,-0.014893
0.114467,-0.060730
0.114512,-0.067108
0.114558,-0.025238
0.114603,0.035675
0.114649,0.071289
0.114694,0.058044
0.114739,0.005219
0.114785,-0.051544
0.114830,-0.071777
0.114875,-0.042389
0.114921,0.014069
0.114966,0.059082
0.115011,0.062469
0.115057,0.022949
0.115102,-0.026917
0.115147,-0.049713
0.115193,-0.037018
0.115238,-0.003967
0.115283,0.029327
0.115329,0.041504
0.115374,0.023499
0.115420,-0.005707
0.115465,-0.018951
0.115510,-0.012939
0.115556,-0.002747
0.115601,0.001068
0.115646,-0.001373
0.115692,-0.003815
0.115737,-0.000916
0.115782,0.008728
0.115828,0.019196
0.115873,0.016968
0.115918,-0.005615
0.115964,-0.034546
0.116009,-0.042389
0.116054,-0.018463
0.116100,0.020325
0.116145,0.048767
0.116190,0.047241
0.116236,0.008545
0.116281,-0.046173
0.116327,-0.072571
0.116372,-0.047058
0.116417,0.010162
0.116463,0.059296
0.116508,0.069305
0.116553,0.031647
0.116599,-0.032501
0.116644,-0.079376
0.116689,-0.072357
0.116735,-0.013336
0.116780,0.055115
0.116825,0.082733
0.116871,0.052856
0.116916,-0.009369
0.116961,-0.062439
0.117007,-0.073029
0.117052,-0.033051
0.117098,0.028473
0.117143,0.064362
0.117188,0.052734
0.117234,0.009857
0.117279,-0.033478
0.117324,-0.050720
0.117370,-0.032227
0.117415,0.004333
0.117460,0.030334
0.117506,0.031830
0.117551,0.013275
0.117596,-0.009186
0.117642,-0.018097
0.117687,-0.011597
0.117732,-0.001678
0.117778,0.003174
0.117823,0.001923
0.117868,-0.001343
0.117914,0.000519
0.117959,0.008636
0.118005,0.014832
0.118050,0.009399
0.118095,-0.008545
0.118141,-0.026276
0.118186,-0.026764
0.118231,-0.006866
0.118277,0.019562
0.118322,0.033966
0.118367,0.025482
0.118413,-0.002289
0.118458,-0.031555
0.118503,-0.040863
0.118549,-0.021118
0.118594,0.014160
0.118639,0.038483
0.118685,0.035828
0.118730,0.009521
0.118776,-0.023773
0.118821,-0.041351
0.118866,-0.029877
0.118912,0.001587
0.118957,0.029846
0.119002,0.036072
0.119048,0.017914
0.119093,-0.010468
0.119138,-0.029816
0.119184,-0.028320
0.119229,-0.007843
0.119274,0.016205
0.119320,0.025757
0.119365,0.016418
0.119410,-0.000336
0.119456,-0.011200
0.119501,-0.012085
0.119546,-0.005554
0.119592,0.002441
0.119637,0.004700
0.119683,0.001068
0.119728,-0.000702
0.119773,0.002869
0.119819,0.007111
0.119864,0.006927
0.119909,0.000031
0.119955,-0.010956
0.120000,-0.016296
0.120045,-0.009491
0.120091,0.004944
0.120136,0.017517
0.120181,0.019257
0.120227,0.006653
0.120272,-0.012085
0.120317,-0.022675
0.120363,-0.018036
0.120408,-0.000549
0.120454,0.020630
0.120499,0.030457
0.120544,0.018219
0.120590,-0.008209
0.120635,-0.028625
0.120680,-0.029053
0.120726,-0.009918
0.120771,0.015991
0.120816,0.030701
0.120862,0.023926
0.120907,0.001282
0.120952,-0.020508
0.120998,-0.026581
0.121043,-0.014465
0.121088,0.005341
0.121134,0.018921
0.121179,0.018585
0.121224,0.006287
0.121270,-0.008606
0.121315,-0.015320
0.121361,-0.009857
0.121406,-0.000488
0.121451,0.002625
0.121497,0.001617
0.121542,0.001251
0.121587,-0.000732
0.121633,-0.002960
0.121678,-0.000732
0.121723,0.001495
0.121769,-0.004761
0.121814,-0.014557
0.121859,-0.014191
0.121905,-0.001556
0.121950,0.012756
0.121995,0.019470
0.122041,0.014038
0.122086,-0.005463
0.122132,-0.030457
0.122177,-0.039276
0.122222,-0.017242
0.122268,0.021790
0.122313,0.046631
0.122358,0.039185
0.122404,0.005157
0.122449,-0.035736
0.122494,-0.058014
0.122540,-0.040405
0.122585,0.011780
0.122630,0.060211
0.122676,0.065552
0.122721,0.025787
0.122766,-0.027374
0.122812,-0.060547
0.122857,-0.054718
0.122902,-0.008942
0.122948,0.050629
0.122993,0.078522
0.123039,0.049774
0.123084,-0.010864
0.123129,-0.055756
0.123175,-0.059235
0.123220,-0.024994
0.123265,0.025604
0.123311,0.060028
0.123356,0.052063
0.123401,0.008484
0.123447,-0.033356
0.123492,-0.043182
0.123537,-0.023346
0.123583,0.003784
0.123628,0.020752
0.123673,0.022003
0.123719,0.009125
0.123764,-0.007050
0.123810,-0.010651
0.123855,-0.001617
0.123900,0.001343
0.123946,-0.010010
0.123991,-0.020203
0.124036,-0.014832
0.124082,0.002502
0.124127,0.020996
0.124172,0.029999
0.124218,0.017365
0.124263,-0.017731
0.124308,-0.051025
0.124354,-0.050812
0.124399,-0.011505
0.124444,0.038757
0.124490,0.064117
0.124535,0.046509
0.124580,-0.006409
0.124626,-0.062469
0.124671,-0.079620
0.124717,-0.039429
0.124762,0.030151
0.124807,0.077301
0.124853,0.070587
0.124898,0.016754
0.124943,-0.049286
0.124989,-0.083832
0.125034,-0.060608
0.125079,0.005859
0.125125,0.066254
0.125170,0.077515
0.125215,0.036621
0.125261,-0.024414
0.125306,-0.064728
0.125351,-0.059631
0.125397,-0.014954
0.125442,0.037018
0.125488,0.059692
0.125533,0.039612
0.125578,-0.002319
0.125624,-0.033539
0.125669,-0.037781
0.125714,-0.017853
0.125760,0.010406
0.125805,0.027191
0.125850,0.022736
0.125896,0.005035
0.125941,-0.007751
0.125986,-0.006500
0.126032,-0.000092
0.126077,-0.000122
0.126122,-0.005768
0.126168,-0.009796
0.126213,-0.007019
0.126259,0.005524
0.126304,0.021881
0.126349,0.025909
0.126395,0.008606
0.126440,-0.018677
0.126485,-0.034790
0.126531,-0.027557
0.126576,0.000244
0.126621,0.032410
0.126667,0.045929
0.126712,0.026794
0.126757,-0.014435
0.126803,-0.047089
0.126848,-0.046600
0.126893,-0.014435
0.126939,0.026093
0.126984,0.047638
0.127029,0.036774
0.127075,0.000702
0.127120,-0.035919
0.127166,-0.046173
0.127211,-0.024139
0.127256,0.010284
0.127302,0.033020
0.127347,0.032593
0.127392,0.010773
0.127438,-0.017487
0.127483,-0.031097
0.127528,-0.021698
0.127574,-0.000824
0.127619,0.013641
0.127664,0.014252
0.127710,0.006378
0.127755,-0.002197
0.127800,-0.006927
0.127846,-0.005829
0.127891,-0.001282
0.127937,0.000336
0.127982,-0.002502
0.128027,-0.004150
0.128073,-0.000427
0.128118,0.006683
0.128163,0.011627
0.128209,0.008606
0.128254,-0.003967
0.128299,-0.019409
0.128345,-0.024261
0.128390,-0.010193
0.128435,0.015198
0.128481,0.032257
0.128526,0.027008
0.128571,0.002655
0.128617,-0.025085
0.128662,-0.037537
0.128707,-0.023987
0.128753,0.008118
0.128798,0.035645
0.128844,0.038025
0.128889,0.014465
0.128934,-0.017822
0.128980,-0.037170
0.129025,-0.030823
0.129070,-0.003632
0.129116,0.025055
0.129161,0.035614
0.129206,0.021667
0.129252,-0.005951
0.129297,-0.026855
0.129342,-0.027344
0.129388,-0.010315
0.129433,0.010986
0.129478,0.022003
0.129524,0.016479
0.129569,0.001953
0.129615,-0.009033
0.129660,-0.011230
0.129705,-0.006348
0.129751,0.001343
0.129796,0.004761
0.129841,0.001007
0.129887,-0.001740
0.129932,0.003876
0.129977,0.012054
0.130023,0.011932
0.130068,0.002075
0.130113,-0.010834
0.130159,-0.020294
0.130204,-0.017548
0.130249,0.004852
0.130295,0.036224
0.130340,0.046967
0.130385,0.021576
0.130431,-0.020508
0.130476,-0.049225
0.130522,-0.047302
0.130567,-0.010040
0.130612,0.045258
0.130658,0.075714
0.130703,0.051605
0.130748,-0.008881
0.130794,-0.062073
0.130839,-0.074524
0.130884,-0.035828
0.130930,0.032806
0.130975,0.084229
0.131020,0.078491
0.131066,0.016632
0.131111,-0.057190
0.131156,-0.088684
0.131202,-0.057953
0.131247,0.007751
0.131293,0.063599
0.131338,0.076294
0.131383,0.036682
0.131429,-0.028717
0.131474,-0.069366
0.131519,-0.057312
0.131565,-0.011566
0.131610,0.031403
0.131655,0.048187
0.131701,0.032318
0.131746,-0.003265
0.131791,-0.030334
0.131837,-0.030121
0.131882,-0.010956
0.131927,0.005035
0.131973,0.006317
0.132018,-0.000092
0.132063,-0.001312
0.132109,0.006439
0.132154,0.015564
0.132200,0.015076
0.132245,-0.001556
0.132290,-0.029205
0.132336,-0.045410
0.132381,-0.026886
0.132426,0.019226
0.132472,0.056946
0.132517,0.056641
0.132562,0.016266
0.132608,-0.042114
0.132653,-0.079590
0.132698,-0.062561
0.132744,0.003082
0.132789,0.070374
0.132834,0.089874
0.132880,0.047302
0.132925,-0.028412
0.132971,-0.086365
0.133016,-0.086945
0.133061,-0.026154
0.133107,0.057190
0.133152,0.102203
0.133197,0.074860
0.133243,-0.001312
0.133288,-0.070587
0.133333,-0.089752
0.133379,-0.048737
0.133424,0.026550
0.133469,0.083313
0.133515,0.079620
0.133560,0.022949
0.133605,-0.040405
0.133651,-0.068390
0.133696,-0.048981
0.133741,-0.000427
0.133787,0.042725
0.133832,0.052460
0.133878,0.026306
0.133923,-0.010834
0.133968,-0.028229
0.134014,-0.020050
0.134059,-0.004395
0.134104,0.005249
0.134150,0.006775
0.134195,0.002228
0.134240,-0.000092
0.134286,0.007263
0.134331,0.017395
0.134376,0.014099
0.134422,-0.007660
0.134467,-0.031708
0.134512,-0.035431
0.134558,-0.012909
0.134603,0.021545
0.134649,0.046051
0.134694,0.041046
0.134739,0.002808
0.134785,-0.044067
0.134830,-0.062225
0.134875,-0.036469
0.134921,0.014099
0.134966,0.055786
0.135011,0.061310
0.135057,0.023499
0.135102,-0.034882
0.135147,-0.071198
0.135193,-0.057098
0.135238,-0.004791
0.135283,0.046600
0.135329,0.063599
0.135374,0.037384
0.135420,-0.012482
0.135465,-0.050964
0.135510,-0.052704
0.135556,-0.019165
0.135601,0.023041
0.135646,0.042969
0.135692,0.031494
0.135737,0.003143
0.135782,-0.022491
0.135828,-0.030579
0.135873,-0.017151
0.135918,0.004364
0.135964,0.015381
0.136009,0.011292
0.136054,0.002472
0.136100,-0.001038
0.136145,0.000885
0.136190,0.003174
0.136236,0.000824
0.136281,-0.007904
0.136327,-0.016479
0.136372,-0.013733
0.136417,0.004486
0.136463,0.027618
0.136508,0.035156
0.136553,0.015961
0.136599,-0.018127
0.136644,-0.042267
0.136689,-0.038635
0.136735,-0.006531
0.136780,0.035034
0.136825,0.055389
0.136871,0.036774
0.136916,-0.008240
0.136961,-0.047150
0.137007,-0.053192
0.137052,-0.023071
0.137098,0.022980
0.137143,0.054474
0.137188,0.048859
0.137234,0.008789
0.137279,-0.036438
0.137324,-0.054230
0.137370,-0.034576
0.137415,0.006226
0.137460,0.040100
0.137506,0.045197
0.137551,0.019745
0.137596,-0.017059
0.137642,-0.039246
0.137687,-0.032715
0.137732,-0.005890
0.137778,0.018677
0.137823,0.025360
0.137868,0.014679
0.137914,-0.001831
0.137959,-0.010986
0.138005,-0.008698
0.138050,-0.001953
0.138095,-0.000244
0.138141,-0.005249
0.138186,-0.009033
0.138231,-0.002869
0.138277,0.011475
0.138322,0.021912
0.138367,0.017548
0.138413,-0.002441
0.138458,-0.027557
0.138503,-0.038849
0.138549,-0.021637
0.138594,0.018066
0.138639,0.051788
0.138685,0.051483
0.138730,0.013275
0.138776,-0.039398
0.138821,-0.069946
0.138866,-0.053070
0.138912,0.004974
0.138957,0.066071
0.139002,0.084747
0.139048,0.043427
0.139093,-0.029694
0.139138,-0.082916
0.139184,-0.080750
0.139229,-0.022186
0.139274,0.057343
0.139320,0.099548
0.139365,0.071014
0.139410,-0.003967
0.139456,-0.070770
0.139501,-0.087952
0.139546,-0.045898
0.139592,0.028564
0.139637,0.082855
0.139683,0.077515
0.139728,0.020721
0.139773,-0.043091
0.139819,-0.071472
0.139864,-0.050049
0.139909,0.001343
0.139955,0.044098
0.140000,0.050964
0.140045,0.024078
0.140091,-0.011444
0.140136,-0.027649
0.140181,-0.018768
0.140227,-0.003357
0.140272,0.003387
0.140317,0.002197
0.140363,-0.001251
0.140408,0.000000
0.140454,0.012238
0.140499,0.026642
0.140544,0.020325
0.140590,-0.012482
0.140635,-0.045929
0.140680,-0.049866
0.140726,-0.017181
0.140771,0.033417
0.140816,0.067963
0.140862,0.057312
0.140907,0.001617
0.140952,-0.063324
0.140998,-0.088989
0.141043,-0.051849
0.141088,0.023834
0.141134,0.084839
0.141179,0.089600
0.141224,0.031891
0.141270,-0.054565
0.141315,-0.108948
0.141361,-0.087036
0.141406,-0.004486
0.141451,0.077301
0.141497,0.103882
0.141542,0.060181
0.141587,-0.024414
0.141633,-0.092010
0.141678,-0.095276
0.141723,-0.033325
0.141769,0.047424
0.141814,0.089630
0.141859,0.068268
0.141905,0.005005
0.141950,-0.054962
0.141995,-0.073944
0.142041,-0.042358
0.142086,0.014343
0.142132,0.053406
0.142177,0.050110
0.142222,0.016052
0.142268,-0.018036
0.142313,-0.031097
0.142358,-0.021637
0.142404,-0.001801
0.142449,0.010620
0.142494,0.007080
0.142540,-0.000885
0.142585,0.001740
0.142630,0.013031
0.142676,0.018616
0.142721,0.008820
0.142766,-0.012695
0.142812,-0.032227
0.142857,-0.032654
0.142902,-0.004883
0.142948,0.036804
0.142993,0.058594
0.143039,0.038666
0.143084,-0.011047
0.143129,-0.056763
0.143175,-0.066284
0.143220,-0.028778
0.143265,0.033752
0.143311,0.077209
0.143356,0.067383
0.143401,0.010010
0.143447,-0.053101
0.143492,-0.078888
0.143537,-0.051178
0.143583,0.012329
0.143628,0.068817
0.143673,0.077209
0.143719,0.032043
0.143764,-0.031006
0.143810,-0.066925
0.143855,-0.055237
0.143900,-0.009003
0.143946,0.038757
0.143991,0.056488
0.144036,0.034607
0.144082,-0.006165
0.144127,-0.033081
0.144172,-0.031677
0.144218,-0.011902
0.144263,0.009674
0.144308,0.020203
0.144354,0.014801
0.144399,0.002045
0.144444,-0.003845
0.144490,0.001068
0.144535,0.005554
0.144580,-0.001617
0.144626,-0.016052
0.144671,-0.022644
0.144717,-0.011993
0.144762,0.011536
0.144807,0.032867
0.144853,0.034363
0.144898,0.008423
0.144943,-0.031372
0.144989,-0.055023
0.145034,-0.040436
0.145079,0.005585
0.145125,0.051575
0.145170,0.064362
0.145215,0.032013
0.145261,-0.025543
0.145306,-0.067810
0.145351,-0.063446
0.145397,-0.014954
0.145442,0.043549
0.145488,0.071686
0.145533,0.050659
0.145578,-0.005035
0.145624,-0.056641
0.145669,-0.067780
0.145714,-0.032227
0.145760,0.021362
0.145805,0.054047
0.145850,0.047302
0.145896,0.011261
0.145941,-0.027191
0.145986,-0.042572
0.146032,-0.027985
0.146077,0.001740
0.146122,0.024048
0.146168,0.025696
0.146213,0.010712
0.146259,-0.005188
0.146304,-0.009949
0.146349,-0.005066
0.146395,-0.000214
0.146440,-0.002380
0.146485,-0.010162
0.146531,-0.012238
0.146576,0.000641
0.146621,0.020538
0.146667,0.029480
0.146712,0.017487
0.146757,-0.011688
0.146803,-0.041168
0.146848,-0.045959
0.146893,-0.014862
0.146939,0.032776
0.146984,0.062073
0.147029,0.049438
0.147075,-0.000580
0.147120,-0.056427
0.147166,-0.077606
0.147211,-0.044037
0.147256,0.023773
0.147302,0.078827
0.147347,0.082001
0.147392,0.026825
0.147438,-0.051483
0.147483,-0.096405
0.147528,-0.074524
0.147574,-0.001221
0.147619,0.073364
0.147664,0.098328
0.147710,0.055054
0.147755,-0.025574
0.147800,-0.085724
0.147846,-0.085815
0.147891,-0.028320
0.147937,0.047577
0.147982,0.089355
0.148027,0.067993
0.148073,0.002777
0.148118,-0.057465
0.148163,-0.073944
0.148209,-0.040100
0.148254,0.015656
0.148299,0.052063
0.148345,0.048462
0.148390,0.015198
0.148435,-0.020630
0.148481,-0.035034
0.148526,-0.022980
0.148571,-0.001160
0.148617,0.010132
0.148662,0.006958
0.148707,0.000000
0.148753,0.001648
0.148798,0.013794
0.148844,0.022400
0.148889,0.010986
0.148934,-0.018616
0.148980,-0.044220
0.149025,-0.041626
0.149070,-0.004395
0.149116,0.045715
0.149161,0.070435
0.149206,0.045929
0.149252,-0.016296
0.149297,-0.074982
0.149342,-0.085785
0.149388,-0.034851
0.149433,0.045746
0.149478,0.098755
0.149524,0.084747
0.149569,0.010254
0.149615,-0.075745
0.149660,-0.112122
0.149705,-0.070557
0.149751,0.020569
0.149796,0.097687
0.149841,0.107574
0.149887,0.043365
0.149932,-0.049500
0.149977,-0.105896
0.150023,-0.088593
0.150068,-0.012238
0.150113,0.069489
0.150159,0.100464
0.150204,0.061737
0.150249,-0.014740
0.150295,-0.073334
0.150340,-0.077545
0.150385,-0.031036
0.150431,0.030945
0.150476,0.065308
0.150522,0.051849
0.150567,0.007599
0.150612,-0.032349
0.150658,-0.043396
0.150703,-0.024475
0.150748,0.004272
0.150794,0.018982
0.150839,0.014252
0.150884,0.003143
0.150930,-0.000122
0.150975,0.007019
0.151020,0.013062
0.151066,0.003632
0.151111,-0.018768
0.151156,-0.034088
0.151202,-0.025665
0.151247,0.005096
0.151293,0.039764
0.151338,0.052399
0.151383,0.026733
0.151429,-0.025757
0.151474,-0.067657
0.151519,-0.064056
0.151565,-0.013702
0.151610,0.049469
0.151655,0.081604
0.151701,0.058258
0.151746,-0.008728
0.151791,-0.074310
0.151837,-0.089325
0.151882,-0.041656
0.151927,0.032379
0.151973,0.080566
0.152018,0.073242
0.152063,0.016754
0.152109,-0.051941
0.152154,-0.084961
0.152200,-0.058044
0.152245,0.006104
0.152290,0.057678
0.152336,0.063568
0.152381,0.028412
0.152426,-0.019318
0.152472,-0.049194
0.152517,-0.043701
0.152562,-0.009949
0.152608,0.023407
0.152653,0.031952
0.152698,0.017609
0.152744,-0.001068
0.152789,-0.010895
0.152834,-0.009796
0.152880,-0.002960
0.152925,0.000275
0.152971,-0.005280
0.153016,-0.011902
0.153061,-0.005127
0.153107,0.016541
0.153152,0.034302
0.153197,0.028137
0.153243,-0.001526
0.153288,-0.034821
0.153333,-0.048279
0.153379,-0.028137
0.153424,0.018799
0.153469,0.060699
0.153515,0.062408
0.153560,0.018524
0.153605,-0.040710
0.153651,-0.073547
0.153696,-0.056061
0.153741,0.001221
0.153787,0.059723
0.153832,0.078094
0.153878,0.041962
0.153923,-0.022400
0.153968,-0.068298
0.154014,-0.065552
0.154059,-0.019592
0.154104,0.037292
0.154150,0.067383
0.154195,0.050720
0.154240,0.000336
0.154286,-0.046051
0.154331,-0.056702
0.154376,-0.029114
0.154422,0.013214
0.154467,0.041199
0.154512,0.038940
0.154558,0.011658
0.154603,-0.017944
0.154649,-0.028290
0.154694,-0.017578
0.154739,-0.000427
0.154785,0.008514
0.154830,0.006134
0.154875,0.000519
0.154921,0.001068
0.154966,0.008636
0.155011,0.014404
0.155057,0.006958
0.155102,-0.013855
0.155147,-0.031281
0.155193,-0.027924
0.155238,-0.001831
0.155283,0.032013
0.155329,0.049011
0.155374,0.031647
0.155420,-0.013550
0.155465,-0.056488
0.155510,-0.063354
0.155556,-0.024200
0.155601,0.036469
0.155646,0.076477
0.155692,0.064972
0.155737,0.005707
0.155782,-0.062622
0.155828,-0.091797
0.155873,-0.057526
0.155918,0.020691
0.155964,0.088104
0.156009,0.095093
0.156054,0.036285
0.156100,-0.047821
0.156145,-0.100128
0.156190,-0.083984
0.156236,-0.009155
0.156281,0.071198
0.156327,0.099426
0.156372,0.059265
0.156417,-0.017670
0.156463,-0.080048
0.156508,-0.086823
0.156553,-0.034027
0.156599,0.039307
0.156644,0.080231
0.156689,0.063568
0.156735,0.007751
0.156780,-0.043732
0.156825,-0.057373
0.156871,-0.032043
0.156916,0.007507
0.156961,0.033508
0.157007,0.032318
0.157052,0.010895
0.157098,-0.008362
0.157143,-0.009827
0.157188,-0.001068
0.157234,0.000885
0.157279,-0.009521
0.157324,-0.022125
0.157370,-0.019531
0.157415,0.005646
0.157460,0.038940
0.157506,0.051849
0.157551,0.025513
0.157596,-0.028076
0.157642,-0.070557
0.157687,-0.066559
0.157732,-0.012543
0.157778,0.056915
0.157823,0.092316
0.157868,0.064758
0.157914,-0.013062
0.157959,-0.089661
0.158005,-0.107422
0.158050,-0.049255
0.158095,0.045227
0.158141,0.110565
0.158186,0.100861
0.158231,0.020386
0.158277,-0.075867
0.158322,-0.119598
0.158367,-0.080505
0.158413,0.012421
0.158458,0.094513
0.158503,0.110352
0.158549,0.050720
0.158594,-0.041107
0.158639,-0.100677
0.158685,-0.089111
0.158730,-0.018829
0.158776,0.057434
0.158821,0.087128
0.158866,0.056305
0.158912,-0.006439
0.158957,-0.056061
0.159002,-0.062225
0.159048,-0.027344
0.159093,0.018311
0.159138,0.041656
0.159184,0.032593
0.159229,0.006409
0.159274,-0.014069
0.159320,-0.016418
0.159365,-0.006226
0.159410,0.000031
0.159456,-0.006287
0.159501,-0.015747
0.159546,-0.011688
0.159592,0.010468
0.159637,0.035095
0.159683,0.038330
0.159728,0.011139
0.159773,-0.030701
0.159819,-0.057831
0.159864,-0.046478
0.159909,0.003113
0.159955,0.058746
0.160000,0.077209
0.160045,0.041107
0.160091,-0.026337
0.160136,-0.079163
0.160181,-0.079041
0.160227,-0.022797
0.160272,0.052185
0.160317,0.093597
0.160363,0.070801
0.160408,-0.002258
0.160454,-0.073456
0.160499,-0.092010
0.160544,-0.047729
0.160590,0.026459
0.160635,0.080505
0.160680,0.078186
0.160726,0.022766
0.160771,-0.043671
0.160816,-0.074585
0.160862,-0.053253
0.160907,0.000183
0.160952,0.045532
0.160998,0.053467
0.161043,0.025879
0.161088,-0.011505
0.161134,-0.032349
0.161179,-0.027130
0.161224,-0.006836
0.161270,0.009094
0.161315,0.011139
0.161361,0.004364
0.161406,0.000000
0.161451,0.004272
0.161497,0.011993
0.161542,0.010468
0.161587,-0.006500
0.161633,-0.028381
0.161678,-0.034729
0.161723,-0.013519
0.161769,0.024872
0.161814,0.052124
0.161859,0.044220
0.161905,0.002350
0.161950,-0.047028
0.161995,-0.068604
0.162041,-0.042175
0.162086,0.018066
0.162132,0.070251
0.162177,0.075745
0.162222,0.027679
0.162268,-0.041931
0.162313,-0.083191
0.162358,-0.066437
0.162404,-0.004913
0.162449,0.057587
0.162494,0.078766
0.162540,0.045898
0.162585,-0.016266
0.162630,-0.063873
0.162676,-0.065857
0.162721,-0.023773
0.162766,0.030853
0.162812,0.059601
0.162857,0.045868
0.162902,0.004242
0.162948,-0.033844
0.162993,-0.043304
0.163039,-0.023010
0.163084,0.006226
0.163129,0.022858
0.163175,0.020172
0.163220,0.006134
0.163265,-0.005157
0.163311,-0.005463
0.163356,-0.000122
0.163401,0.000488
0.163447,-0.006287
0.163492,-0.013947
0.163537,-0.012238
0.163583,0.004517
0.163628,0.027130
0.163673,0.034912
0.163719,0.015930
0.163764,-0.019684
0.163810,-0.047394
0.163855,-0.044373
0.163900,-0.007019
0.163946,0.041016
0.163991,0.064789
0.164036,0.044189
0.164082,-0.011322
0.164127,-0.064789
0.164172,-0.075592
0.164218,-0.033142
0.164263,0.035248
0.164308,0.083954
0.164354,0.076202
0.164399,0.013214
0.164444,-0.061188
0.164490,-0.094177
0.164535,-0.062531
0.164580,0.012909
0.164626,0.081024
0.164671,0.094025
0.164717,0.041809
0.164762,-0.039062
0.164807,-0.091736
0.164853,-0.080292
0.164898,-0.015015
0.164943,0.057129
0.164989,0.087585
0.165034,0.058136
0.165079,-0.009644
0.165125,-0.067688
0.165170,-0.075348
0.165215,-0.032379
0.165261,0.025848
0.165306,0.059875
0.165351,0.050201
0.165397,0.009583
0.165442,-0.028168
0.165488,-0.038177
0.165533,-0.021667
0.165578,0.002319
0.165624,0.014832
0.165669,0.010895
0.165714,0.001709
0.165760,0.001495
0.165805,0.011108
0.165850,0.016876
0.165896,0.005493
0.165941,-0.020935
0.165986,-0.042328
0.166032,-0.035156
0.166077,0.004120
0.166122,0.050995
0.166168,0.068695
0.166213,0.036743
0.166259,-0.027740
0.166304,-0.079010
0.166349,-0.078094
0.166395,-0.020905
0.166440,0.058197
0.166485,0.104156
0.166531,0.078247
0.166576,-0.005768
0.166621,-0.088043
0.166667,-0.110443
0.166712,-0.057190
0.166757,0.037720
0.166803,0.109314
0.166848,0.105225
0.166893,0.028473
0.166939,-0.065430
0.166984,-0.112274
0.167029,-0.081787
0.167075,0.003418
0.167120,0.082794
0.167166,0.101868
0.167211,0.051483
0.167256,-0.028809
0.167302,-0.082672
0.167347,-0.076691
0.167392,-0.021118
0.167438,0.041229
0.167483,0.068420
0.167528,0.047363
0.167574,-0.000580
0.167619,-0.038605
0.167664,-0.043732
0.167710,-0.020447
0.167755,0.009155
0.167800,0.023621
0.167846,0.017456
0.167891,0.003357
0.167937,-0.002014
0.167982,0.004211
0.168027,0.008789
0.168073,0.000183
0.168118,-0.017578
0.168163,-0.029602
0.168209,-0.020477
0.168254,0.011627
0.168299,0.045074
0.168345,0.050415
0.168390,0.018005
0.168435,-0.032837
0.168481,-0.066162
0.168526,-0.054901
0.168571,-0.002350
0.168617,0.058075
0.168662,0.083221
0.168707,0.050049
0.168753,-0.022034
0.168798,-0.081421
0.168844,-0.084717
0.168889,-0.029572
0.168934,0.045746
0.168980,0.089661
0.169025,0.071381
0.169070,0.004639
0.169116,-0.062408
0.169161,-0.084320
0.169206,-0.048706
0.169252,0.018097
0.169297,0.068726
0.169342,0.069092
0.169388,0.023804
0.169433,-0.030975
0.169478,-0.057739
0.169524,-0.043091
0.169569,-0.003510
0.169615,0.029846
0.169660,0.036560
0.169705,0.019104
0.169751,-0.005493
0.169796,-0.019348
0.169841,-0.015472
0.169887,-0.003662
0.169932,0.001801
0.169977,-0.001892
0.170023,-0.006287
0.170068,-0.001312
0.170113,0.014099
0.170159,0.026825
0.170204,0.020264
0.170249,-0.006897
0.170295,-0.036285
0.170340,-0.044220
0.170385,-0.019592
0.170431,0.024689
0.170476,0.056885
0.170522,0.050812
0.170567,0.007355
0.170612,-0.045502
0.170658,-0.070587
0.170703,-0.046722
0.170748,0.012207
0.170794,0.064423
0.170839,0.072571
0.170884,0.030548
0.170930,-0.032318
0.170975,-0.071808
0.171020,-0.061310
0.171066,-0.009705
0.171111,0.046570
0.171156,0.069275
0.171202,0.044128
