Time (s),Amplitude
0.225986,0.022919
0.226032,0.013611
0.226077,-0.002167
0.226122,-0.004669
0.226168,0.004547
0.226213,0.003113
0.226259,0.000183
0.226304,0.011047
0.226349,0.012878
0.226395,0.001282
0.226440,0.002228
0.226485,0.010620
0.226531,0.006989
0.226576,-0.000671
0.226621,0.000580
0.226667,0.006439
0.226712,0.003204
0.226757,0.001282
0.226803,0.020477
0.226848,0.029053
0.226893,0.005188
0.226939,-0.007538
0.226984,0.003357
0.227029,0.004761
0.227075,-0.000061
0.227120,0.006622
0.227166,0.014282
0.227211,0.009155
0.227256,-0.008972
0.227302,-0.021393
0.227347,-0.007294
0.227392,0.002838
0.227438,-0.017242
0.227483,-0.019562
0.227528,0.003540
0.227574,-0.001984
0.227619,-0.023163
0.227664,-0.022034
0.227710,-0.009186
0.227755,0.007324
0.227800,0.018799
0.227846,0.010315
0.227891,0.000366
0.227937,-0.000336
0.227982,-0.012421
0.228027,-0.020477
0.228073,0.002106
0.228118,0.023438
0.228163,0.014130
0.228209,-0.002045
0.228254,0.007202
0.228299,0.027313
0.228345,0.013489
0.228390,-0.004395
0.228435,0.028198
0.228481,0.052277
0.228526,0.018158
0.228571,0.000671
0.228617,0.040802
0.228662,0.057495
0.228707,0.015472
0.228753,0.005157
0.228798,0.047821
0.228844,0.048523
0.228889,0.006134
0.228934,0.011536
0.228980,0.056122
0.229025,0.048706
0.229070,-0.000702
0.229116,0.001312
0.229161,0.035553
0.229206,0.021515
0.229252,-0.004944
0.229297,0.013611
0.229342,0.033844
0.229388,0.012390
0.229433,-0.021332
0.229478,-0.025696
0.229524,-0.006561
0.229569,0.000031
0.229615,-0.009247
0.229660,-0.008911
0.229705,0.001099
0.229751,-0.004669
0.229796,-0.028137
0.229841,-0.033661
0.229887,-0.008789
0.229932,0.005615
0.229977,-0.011200
0.230023,-0.020325
0.230068,-0.000671
0.230113,0.008789
0.230159,-0.013672
0.230204,-0.021057
0.230249,0.010742
0.230295,0.021454
0.230340,-0.008698
0.230385,-0.011230
0.230431,0.019409
0.230476,0.021088
0.230522,-0.000671
0.230567,-0.000793
0.230612,0.018738
0.230658,0.023438
0.230703,0.004333
0.230748,0.004486
0.230794,0.038025
0.230839,0.043701
0.230884,0.009338
0.230930,0.000488
0.230975,0.018768
0.231020,0.013702
0.231066,0.000000
0.231111,0.014557
0.231156,0.034363
0.231202,0.022308
0.231247,-0.005951
0.231293,-0.010529
0.231338,0.002808
0.231383,0.003174
0.231429,-0.001831
0.231474,0.007538
0.231519,0.014709
0.231565,0.001770
0.231610,-0.009247
0.231655,-0.005920
0.231701,-0.004456
0.231746,0.002716
0.231791,0.011566
0.231837,-0.002319
0.231882,-0.007935
0.231927,0.010345
0.231973,0.003113
0.232018,-0.018219
0.232063,-0.003601
0.232109,0.015961
0.232154,0.001343
0.232200,-0.011658
0.232245,0.004364
0.232290,0.017944
0.232336,0.010254
0.232381,0.000397
0.232426,0.003143
0.232472,0.011810
0.232517,0.006897
0.232562,-0.000916
0.232608,0.017242
0.232653,0.035980
0.232698,0.021790
0.232744,-0.003662
0.232789,-0.012360
0.232834,-0.003723
0.232880,0.002228
0.232925,-0.002472
0.232971,0.005157
0.233016,0.018524
0.233061,0.005005
0.233107,-0.023346
0.233152,-0.031281
0.233197,-0.013397
0.233243,0.000488
0.233288,-0.009399
0.233333,-0.014893
0.233379,-0.002167
0.233424,-0.005188
0.233469,-0.026550
0.233515,-0.028442
0.233560,-0.005035
0.233605,0.011780
0.233651,0.001007
0.233696,-0.013336
0.233741,0.003510
0.233787,0.022308
0.233832,0.001831
0.233878,-0.012848
0.233923,0.016113
0.233968,0.028900
0.234014,-0.000488
0.234059,-0.005859
0.234104,0.026581
0.234150,0.033417
0.234195,0.006897
0.234240,0.001190
0.234286,0.021606
0.234331,0.022339
0.234376,0.001617
0.234422,0.008209
0.234467,0.039124
0.234512,0.037231
0.234558,0.005859
0.234603,-0.004425
0.234649,0.011292
0.234694,0.016479
0.234739,-0.001373
0.234785,0.001160
0.234830,0.032745
0.234875,0.025726
0.234921,-0.015106
0.234966,-0.016907
0.235011,0.008392
0.235057,0.006592
0.235102,-0.020538
0.235147,-0.021179
0.235193,0.011292
0.235238,-0.002441
0.235283,-0.048157
0.235329,-0.027283
0.235374,0.011414
0.235420,-0.017212
0.235465,-0.046753
0.235510,-0.016296
0.235556,0.005768
0.235601,-0.027863
0.235646,-0.045258
0.235692,-0.012329
0.235737,-0.000366
0.235782,-0.025482
0.235828,-0.034668
0.235873,-0.015045
0.235918,0.004211
0.235964,-0.008148
0.236009,-0.026215
0.236054,-0.007599
0.236100,0.001617
0.236145,-0.027435
0.236190,-0.031525
0.236236,0.000122
0.236281,0.010834
0.236327,-0.003601
0.236372,-0.006866
0.236417,0.003662
0.236463,0.008789
0.236508,0.003510
0.236553,-0.002472
0.236599,0.015503
0.236644,0.045105
0.236689,0.028107
0.236735,0.000000
0.236780,0.028748
0.236825,0.046692
0.236871,0.012390
0.236916,0.003723
0.236961,0.035431
0.237007,0.037384
0.237052,0.005432
0.237098,0.008545
0.237143,0.037079
0.237188,0.024200
0.237234,0.000336
0.237279,0.004578
0.237324,0.007904
0.237370,0.004852
0.237415,-0.002838
0.237460,-0.004974
0.237506,0.016815
0.237551,0.013458
0.237596,-0.018005
0.237642,-0.006226
0.237687,0.015472
0.237732,0.001068
0.237778,0.001740
0.237823,0.017151
0.237868,0.009430
0.237914,-0.002441
0.237959,-0.013916
0.238005,-0.020996
0.238050,-0.005432
0.238095,-0.001251
0.238141,-0.011414
0.238186,-0.000519
0.238231,0.001221
0.238277,-0.010956
0.238322,-0.003326
0.238367,0.000854
0.238413,0.001678
0.238458,0.016815
0.238503,0.016937
0.238549,0.003082
0.238594,-0.001038
0.238639,-0.002319
0.238685,-0.004150
0.238730,-0.001099
0.238776,0.013641
0.238821,0.021790
0.238866,0.003479
0.238912,0.003326
0.238957,0.022522
0.239002,0.007324
0.239048,-0.006500
0.239093,0.010254
0.239138,0.011749
0.239184,0.000702
0.239229,-0.000122
0.239274,0.000061
0.239320,0.003174
0.239365,0.004395
0.239410,-0.000854
0.239456,-0.001526
0.239501,-0.001251
0.239546,-0.000916
0.239592,-0.001129
0.239637,-0.014709
0.239683,-0.020813
0.239728,-0.002258
0.239773,-0.008057
0.239819,-0.038544
0.239864,-0.023315
0.239909,-0.000183
0.239955,-0.036011
0.240000,-0.051208
0.240045,-0.009796
0.240091,-0.009216
0.240136,-0.048950
0.240181,-0.039764
0.240227,-0.002686
0.240272,-0.012665
0.240317,-0.043854
0.240363,-0.030243
0.240408,0.002625
0.240454,-0.010223
0.240499,-0.040955
0.240544,-0.021667
0.240590,0.010284
0.240635,-0.006409
0.240680,-0.024323
0.240726,-0.004974
0.240771,0.007904
0.240816,-0.003510
0.240862,-0.012573
0.240907,0.002930
0.240952,0.029999
0.240998,0.028381
0.241043,0.004425
0.241088,0.004700
0.241134,0.024933
0.241179,0.018768
0.241224,-0.000610
0.241270,0.021057
0.241315,0.053467
0.241361,0.033173
0.241406,-0.001617
0.241451,0.001678
0.241497,0.012573
0.241542,0.005859
0.241587,-0.002136
0.241633,0.005981
0.241678,0.025482
0.241723,0.011658
0.241769,-0.032867
0.241814,-0.029358
0.241859,0.007294
0.241905,-0.001678
0.241950,-0.016113
0.241995,0.010681
0.242041,0.019348
0.242086,-0.015381
0.242132,-0.031067
0.242177,-0.005249
0.242222,0.003998
0.242268,-0.009521
0.242313,0.001587
0.242358,0.013855
0.242404,-0.000732
0.242449,-0.014282
0.242494,-0.012817
0.242540,-0.002350
0.242585,-0.002533
0.242630,-0.013428
0.242676,-0.002411
0.242721,0.005249
0.242766,-0.016937
0.242812,-0.016541
0.242857,0.007690
0.242902,-0.000305
0.242948,-0.016571
0.242993,-0.000977
0.243039,0.009216
0.243084,-0.005920
0.243129,-0.010284
0.243175,0.001312
0.243220,0.002625
0.243265,-0.006500
0.243311,-0.014954
0.243356,-0.014740
0.243401,-0.000183
0.243447,0.003113
0.243492,-0.014374
0.243537,-0.012451
0.243583,0.003021
0.243628,-0.009216
0.243673,-0.025452
0.243719,-0.010406
0.243764,0.015656
0.243810,0.015198
0.243855,-0.005310
0.243900,-0.000732
0.243946,0.016815
0.243991,0.000702
0.244036,-0.015656
0.244082,0.010834
0.244127,0.037933
0.244172,0.024170
0.244218,0.000824
0.244263,0.010010
0.244308,0.031555
0.244354,0.019592
0.244399,-0.000122
0.244444,0.025482
0.244490,0.052277
0.244535,0.025787
0.244580,-0.004333
0.244626,0.003723
0.244671,0.017090
0.244717,0.007324
0.244762,-0.005096
0.244807,0.013184
0.244853,0.029816
0.244898,0.003143
0.244943,-0.020752
0.244989,-0.007446
0.245034,0.005310
0.245079,-0.002991
0.245125,-0.009094
0.245170,0.001099
0.245215,0.004944
0.245261,-0.009277
0.245306,-0.018982
0.245351,-0.013672
0.245397,-0.001038
0.245442,-0.002228
0.245488,-0.025055
0.245533,-0.024139
0.245578,0.005341
0.245624,-0.001892
0.245669,-0.032135
0.245714,-0.016479
0.245760,0.009918
0.245805,-0.015778
0.245850,-0.039276
0.245896,-0.006042
0.245941,0.021667
0.245986,-0.001160
0.246032,-0.017456
0.246077,0.005402
0.246122,0.012756
0.246168,-0.015961
0.246213,-0.017395
0.246259,0.020874
0.246304,0.029480
0.246349,0.002563
0.246395,-0.002106
0.246440,0.011261
0.246485,0.004395
0.246531,-0.008453
0.246576,0.003662
0.246621,0.022827
0.246667,0.018127
0.246712,0.003815
0.246757,-0.001984
0.246803,-0.002655
0.246848,0.004608
0.246893,0.002930
0.246939,-0.016083
0.246984,-0.013092
0.247029,0.008179
0.247075,-0.004120
0.247120,-0.027710
0.247166,-0.006622
0.247211,0.013947
0.247256,-0.022125
0.247302,-0.047913
0.247347,-0.016815
0.247392,0.001892
0.247438,-0.013123
0.247483,-0.011322
0.247528,0.003479
0.247574,-0.001984
0.247619,-0.026489
0.247664,-0.042816
0.247710,-0.021667
0.247755,0.012299
0.247800,0.004517
0.247846,-0.015961
0.247891,-0.003418
0.247937,-0.003937
0.247982,-0.032166
0.248027,-0.027191
0.248073,0.001984
0.248118,0.004913
0.248163,0.001312
0.248209,0.006104
0.248254,-0.008606
0.248299,-0.018005
0.248345,-0.001404
0.248390,0.001068
0.248435,0.006226
0.248481,0.029999
0.248526,0.023071
0.248571,-0.001221
0.248617,-0.010040
0.248662,-0.012726
0.248707,-0.003998
0.248753,-0.002258
0.248798,-0.013580
0.248844,0.002228
0.248889,0.008606
0.248934,-0.031799
0.248980,-0.034485
0.249025,0.009064
0.249070,-0.001892
0.249116,-0.035553
0.249161,-0.012848
0.249206,0.010742
0.249252,-0.011322
0.249297,-0.027985
0.249342,-0.007996
0.249388,0.004883
0.249433,-0.022797
0.249478,-0.044067
0.249524,-0.021973
0.249569,0.000122
0.249615,-0.009308
0.249660,-0.016754
0.249705,-0.002808
0.249751,-0.004639
0.249796,-0.030457
0.249841,-0.035583
0.249887,-0.009979
0.249932,0.016632
0.249977,0.024658
0.250023,0.012360
0.250068,0.000000
0.250113,0.006744
0.250159,0.008484
0.250204,-0.007233
0.250249,0.012878
0.250295,0.062469
0.250340,0.056396
0.250385,0.009827
0.250431,-0.002502
0.250476,0.011566
0.250522,0.011627
0.250567,0.000092
0.250612,0.018585
0.250658,0.059235
0.250703,0.043427
0.250748,-0.015533
0.250794,-0.018524
0.250839,0.018524
0.250884,0.011230
0.250930,-0.009216
0.250975,0.016937
0.251020,0.035767
0.251066,0.002258
0.251111,-0.028290
0.251156,-0.018311
0.251202,0.000885
0.251247,-0.003693
0.251293,-0.016968
0.251338,-0.007233
0.251383,0.003937
0.251429,-0.011841
0.251474,-0.019012
0.251519,-0.002808
0.251565,0.000488
0.251610,-0.004730
0.251655,-0.003296
0.251701,-0.005524
0.251746,0.004700
0.251791,0.024536
0.251837,0.016418
0.251882,-0.000763
0.251927,0.007294
0.251973,0.013000
0.252018,-0.001678
0.252063,-0.001892
0.252109,0.026093
0.252154,0.041382
0.252200,0.019226
0.252245,-0.001953
0.252290,0.010071
0.252336,0.019562
0.252381,0.003510
0.252426,0.006927
0.252472,0.035004
0.252517,0.033173
0.252562,0.003174
0.252608,-0.009583
0.252653,0.000732
0.252698,0.006683
0.252744,-0.001984
0.252789,-0.002563
0.252834,0.008514
0.252880,0.006134
0.252925,-0.006500
0.252971,-0.010315
0.253016,-0.003937
0.253061,0.000397
0.253107,-0.007050
0.253152,-0.012848
0.253197,-0.006744
0.253243,0.001221
0.253288,0.005432
0.253333,0.001007
0.253379,-0.003174
0.253424,0.004150
0.253469,-0.001923
0.253515,-0.018494
0.253560,-0.005188
0.253605,0.021729
0.253651,0.019470
0.253696,0.001312
0.253741,0.001495
0.253787,0.013367
0.253832,0.009033
0.253878,-0.002380
0.253923,0.007935
0.253968,0.023407
0.254014,0.013916
0.254059,0.000366
0.254104,0.005219
0.254150,0.011230
0.254195,0.006592
0.254240,-0.000732
0.254286,-0.002563
0.254331,0.000549
0.254376,0.000610
0.254422,0.000854
0.254467,0.007629
0.254512,0.011932
0.254558,0.003784
0.254603,-0.016418
0.254649,-0.027649
0.254694,-0.012787
0.254739,0.000305
0.254785,-0.004852
0.254830,-0.002380
0.254875,0.004913
0.254921,-0.008911
0.254966,-0.033508
0.255011,-0.034821
0.255057,-0.006989
0.255102,0.010284
0.255147,-0.000702
0.255193,-0.006012
0.255238,0.000183
0.255283,-0.009186
0.255329,-0.025574
0.255374,-0.016785
0.255420,0.010620
0.255465,0.015686
0.255510,0.000031
0.255556,-0.001678
0.255601,0.001312
0.255646,-0.008209
0.255692,-0.011475
0.255737,0.000885
0.255782,0.013519
0.255828,0.011383
0.255873,0.000122
0.255918,0.004639
0.255964,0.024231
0.256009,0.026367
0.256054,0.005768
0.256100,-0.005585
0.256145,0.005249
0.256190,0.011230
0.256236,-0.000366
0.256281,-0.001160
0.256327,0.017792
0.256372,0.018768
0.256417,-0.012939
0.256463,-0.032593
0.256508,-0.016083
0.256553,-0.000336
0.256599,-0.002258
0.256644,0.003906
0.256689,0.013550
0.256735,-0.000153
0.256780,-0.019867
0.256825,-0.016724
0.256871,-0.003021
0.256916,-0.000824
0.256961,-0.006165
0.257007,-0.004944
0.257052,0.000031
0.257098,-0.003754
0.257143,-0.012115
0.257188,-0.009766
0.257234,-0.000122
0.257279,-0.001312
0.257324,-0.012329
0.257370,-0.012238
0.257415,0.007355
0.257460,0.025421
0.257506,0.018250
0.257551,0.002167
0.257596,0.000244
0.257642,-0.004761
0.257687,-0.015167
0.257732,-0.001129
0.257778,0.021637
0.257823,0.018738
0.257868,0.006775
0.257914,-0.003723
0.257959,-0.020782
0.258005,-0.024170
0.258050,-0.008331
0.258095,0.014038
0.258141,0.031830
0.258186,0.022766
0.258231,0.000854
0.258277,-0.000763
0.258322,0.003174
0.258367,-0.002106
0.258413,0.003113
0.258458,0.018188
0.258503,0.017853
0.258549,0.003998
0.258594,-0.002380
0.258639,-0.003662
0.258685,-0.003082
0.258730,-0.000122
0.258776,-0.000244
0.258821,0.000519
0.258866,-0.000244
0.258912,0.001984
0.258957,0.022919
0.259002,0.034790
0.259048,0.011078
0.259093,-0.004120
0.259138,0.009552
0.259184,0.007812
0.259229,-0.001099
0.259274,0.026123
0.259320,0.053680
0.259365,0.032013
0.259410,-0.006195
0.259456,-0.011993
0.259501,-0.000946
0.259546,-0.002136
0.259592,0.011444
0.259637,0.044739
0.259683,0.042694
0.259728,0.005005
0.259773,-0.018127
0.259819,-0.012970
0.259864,-0.001831
0.259909,0.000183
0.259955,0.008026
0.260000,0.020264
0.260045,0.011993
0.260091,-0.014465
0.260136,-0.034515
0.260181,-0.025269
0.260227,-0.002045
0.260272,-0.001587
0.260317,-0.011414
0.260363,-0.007202
0.260408,0.000702
0.260454,-0.003723
0.260499,-0.016876
0.260544,-0.011536
0.260590,0.009430
0.260635,0.006104
0.260680,-0.009583
0.260726,-0.002869
0.260771,0.008667
0.260816,0.006866
0.260862,0.002258
0.260907,-0.000275
0.260952,-0.001953
0.260998,-0.005676
0.261043,-0.006470
0.261088,0.009430
0.261134,0.027130
0.261179,0.020844
0.261224,0.002869
0.261270,-0.005829
0.261315,-0.005798
0.261361,-0.003510
0.261406,0.000793
0.261451,0.013062
0.261497,0.023834
0.261542,0.013428
0.261587,-0.010468
0.261633,-0.023956
0.261678,-0.017639
0.261723,-0.002441
0.261769,0.001678
0.261814,-0.003204
0.261859,-0.002014
0.261905,-0.000153
0.261950,-0.007141
0.261995,-0.015167
0.262041,-0.009491
0.262086,0.006165
0.262132,0.007874
0.262177,-0.003143
0.262222,-0.002502
0.262268,0.007935
0.262313,0.014374
0.262358,0.013062
0.262404,-0.001251
0.262449,-0.018250
0.262494,-0.017517
0.262540,-0.005676
0.262585,0.003387
0.262630,0.016205
0.262676,0.025513
0.262721,0.008636
0.262766,-0.019196
0.262812,-0.024414
0.262857,-0.012909
0.262902,0.000641
0.262948,0.020752
0.262993,0.034973
0.263039,0.021332
0.263084,-0.013306
0.263129,-0.037811
0.263175,-0.029724
0.263220,-0.005127
0.263265,0.003235
0.263311,-0.001587
0.263356,0.000183
0.263401,-0.000122
0.263447,-0.013367
0.263492,-0.022186
0.263537,-0.011566
0.263583,0.004547
0.263628,0.006012
0.263673,-0.004059
0.263719,-0.004272
0.263764,0.011932
0.263810,0.022827
0.263855,0.015076
0.263900,0.000122
0.263946,-0.015076
0.263991,-0.026031
0.264036,-0.018524
0.264082,0.010803
0.264127,0.040863
0.264172,0.041931
0.264218,0.012268
0.264263,-0.017242
0.264308,-0.028625
0.264354,-0.025024
0.264399,-0.001190
0.264444,0.038513
0.264490,0.058563
0.264535,0.033966
0.264580,-0.013916
0.264626,-0.045868
0.264671,-0.042633
0.264717,-0.012970
0.264762,0.017609
0.264807,0.031555
0.264853,0.025299
0.264898,0.001617
0.264943,-0.023010
0.264989,-0.029663
0.265034,-0.016266
0.265079,0.005859
0.265125,0.020660
0.265170,0.019226
0.265215,0.006195
0.265261,-0.007538
0.265306,-0.011292
0.265351,-0.004944
0.265397,0.000000
0.265442,-0.004333
0.265488,-0.011993
0.265533,-0.009735
0.265578,0.003632
0.265624,0.015717
0.265669,0.019562
0.265714,0.010376
0.265760,-0.018921
0.265805,-0.048981
0.265850,-0.042755
0.265896,-0.004395
0.265941,0.030365
0.265986,0.042938
0.266032,0.027374
0.266077,-0.008331
0.266122,-0.039886
0.266168,-0.048676
0.266213,-0.022583
0.266259,0.029266
0.266304,0.062469
0.266349,0.046936
0.266395,0.005096
0.266440,-0.023651
0.266485,-0.027313
0.266531,-0.014648
0.266576,0.003540
0.266621,0.019897
0.266667,0.028107
0.266712,0.013916
0.266757,-0.013550
0.266803,-0.016754
0.266848,-0.000122
0.266893,0.001373
0.266939,-0.007019
0.266984,-0.004791
0.267029,0.000183
0.267075,0.000031
0.267120,0.005798
0.267166,0.015198
0.267211,0.009796
0.267256,-0.012085
0.267302,-0.034454
0.267347,-0.035736
0.267392,-0.006592
0.267438,0.023224
0.267483,0.025970
0.267528,0.015137
0.267574,-0.003632
0.267619,-0.032684
0.267664,-0.044891
0.267710,-0.021851
0.267755,0.020172
0.267800,0.046326
0.267846,0.034241
0.267891,0.005402
0.267937,-0.019897
0.267982,-0.039856
0.268027,-0.029877
0.268073,0.003784
0.268118,0.021515
0.268163,0.023102
0.268209,0.012115
0.268254,-0.009338
0.268299,-0.017609
0.268345,-0.013245
0.268390,-0.003113
0.268435,0.008698
0.268481,0.007111
0.268526,0.001068
0.268571,-0.000214
0.268617,-0.005554
0.268662,-0.007874
0.268707,-0.001770
0.268753,-0.001556
0.268798,-0.012573
0.268844,-0.018616
0.268889,-0.005615
0.268934,0.016052
0.268980,0.022522
0.269025,0.010895
0.269070,-0.000641
0.269116,-0.008972
0.269161,-0.018158
0.269206,-0.013397
0.269252,0.011139
0.269297,0.032654
0.269342,0.028107
0.269388,0.005737
0.269433,-0.010315
0.269478,-0.014954
0.269524,-0.011902
0.269569,0.000824
0.269615,0.018646
0.269660,0.027283
0.269705,0.014526
0.269751,-0.007446
0.269796,-0.013306
0.269841,-0.004395
0.269887,0.000092
0.269932,0.001007
0.269977,0.011322
0.270023,0.017059
0.270068,-0.000610
0.270113,-0.019836
0.270159,-0.015991
0.270204,-0.002197
0.270249,-0.002228
0.270295,-0.013916
0.270340,-0.012177
0.270385,-0.000580
0.270431,-0.005768
0.270476,-0.014771
0.270522,-0.006866
0.270567,0.000000
0.270612,-0.005402
0.270658,-0.009705
0.270703,-0.005524
0.270748,0.002441
0.270794,0.005219
0.270839,0.002228
0.270884,0.000671
0.270930,-0.003601
0.270975,-0.012177
0.271020,-0.010193
0.271066,-0.000153
0.271111,-0.000366
0.271156,-0.006622
0.271202,-0.005829
0.271247,0.003784
0.271293,0.019958
0.271338,0.027191
0.271383,0.009888
0.271429,-0.013275
0.271474,-0.016510
0.271519,-0.008057
0.271565,-0.000488
0.271610,0.014771
0.271655,0.032745
0.271701,0.024994
0.271746,-0.010925
0.271791,-0.038818
0.271837,-0.036102
0.271882,-0.012329
0.271927,0.019409
0.271973,0.042511
0.272018,0.035400
0.272063,0.002563
0.272109,-0.024475
0.272154,-0.026978
0.272200,-0.012726
0.272245,0.003845
0.272290,0.014771
0.272336,0.016174
0.272381,0.005951
0.272426,-0.006378
0.272472,-0.007629
0.272517,-0.003082
0.272562,-0.000275
0.272608,0.002045
0.272653,-0.002014
0.272698,-0.007507
0.272744,0.004761
0.272789,0.030701
0.272834,0.040802
0.272880,0.017731
0.272925,-0.022247
0.272971,-0.046722
0.273016,-0.038361
0.273061,-0.004822
0.273107,0.033417
0.273152,0.054535
0.273197,0.038757
0.273243,-0.011658
0.273288,-0.060211
0.273333,-0.067657
0.273379,-0.027863
0.273424,0.030975
0.273469,0.068726
0.273515,0.059631
0.273560,0.008972
0.273605,-0.047394
0.273651,-0.068512
0.273696,-0.041809
0.273741,0.009094
0.273787,0.044617
0.273832,0.042633
0.273878,0.015015
0.273923,-0.013153
0.273968,-0.029907
0.274014,-0.029358
0.274059,-0.005585
0.274104,0.024353
0.274150,0.029358
0.274195,0.011139
0.274240,-0.000580
0.274286,0.003754
0.274331,0.009888
0.274376,0.006409
0.274422,-0.007904
0.274467,-0.023865
0.274512,-0.025543
0.274558,-0.005676
0.274603,0.024292
0.274649,0.041779
0.274694,0.030243
0.274739,-0.005188
0.274785,-0.039185
0.274830,-0.046997
0.274875,-0.022339
0.274921,0.019897
0.274966,0.053894
0.275011,0.054749
0.275057,0.013062
0.275102,-0.046936
0.275147,-0.080841
0.275193,-0.059174
0.275238,0.007843
0.275283,0.064911
0.275329,0.066772
0.275374,0.027252
0.275420,-0.019379
0.275465,-0.050049
0.275510,-0.045868
0.275556,-0.010284
0.275601,0.028015
0.275646,0.043274
0.275692,0.028076
0.275737,-0.002472
0.275782,-0.024567
0.275828,-0.027313
0.275873,-0.012329
0.275918,0.006989
0.275964,0.010559
0.276009,-0.001129
0.276054,-0.003265
0.276100,0.014679
0.276145,0.031830
0.276190,0.025970
0.276236,-0.001892
0.276281,-0.030701
0.276327,-0.036194
0.276372,-0.016327
0.276417,0.009369
0.276463,0.027985
0.276508,0.032013
0.276553,0.010620
0.276599,-0.028076
0.276644,-0.054199
0.276689,-0.043335
0.276735,0.001770
0.276780,0.048431
0.276825,0.059967
0.276871,0.030029
0.276916,-0.016388
0.276961,-0.047150
0.277007,-0.043671
0.277052,-0.011963
0.277098,0.022858
0.277143,0.039948
0.277188,0.031769
0.277234,-0.000366
0.277279,-0.036438
0.277324,-0.047729
0.277370,-0.025757
0.277415,0.013062
0.277460,0.038239
0.277506,0.031403
0.277551,0.007294
0.277596,-0.009491
0.277642,-0.013092
0.277687,-0.008972
0.277732,-0.000153
0.277778,0.009888
0.277823,0.012970
0.277868,0.005768
0.277914,-0.001465
0.277959,-0.001007
0.278005,0.001404
0.278050,0.000916
0.278095,-0.002686
0.278141,-0.008850
0.278186,-0.010498
0.278231,-0.000610
0.278277,0.016266
0.278322,0.024384
0.278367,0.013885
0.278413,-0.005341
0.278458,-0.017639
0.278503,-0.016998
0.278549,-0.005890
0.278594,0.009735
0.278639,0.022644
0.278685,0.021667
0.278730,0.001617
0.278776,-0.020264
0.278821,-0.023865
0.278866,-0.012207
0.278912,0.004730
0.278957,0.023132
0.279002,0.030090
0.279048,0.012299
0.279093,-0.016449
0.279138,-0.028046
0.279184,-0.017151
0.279229,-0.001190
0.279274,0.010223
0.279320,0.018707
0.279365,0.014893
0.279410,-0.005371
0.279456,-0.019836
0.279501,-0.014099
0.279546,-0.002686
0.279592,0.001617
0.279637,0.004761
0.279683,0.008209
0.279728,0.001434
0.279773,-0.011322
0.279819,-0.015686
0.279864,-0.009766
0.279909,0.003082
0.279955,0.015442
0.280000,0.016754
0.280045,0.006775
0.280091,-0.008270
0.280136,-0.020294
0.280181,-0.021637
0.280227,-0.004242
0.280272,0.033356
0.280317,0.058716
0.280363,0.036987
0.280408,-0.007660
0.280454,-0.030548
0.280499,-0.028259
0.280544,-0.013153
0.280590,0.018280
0.280635,0.052307
0.280680,0.049530
0.280726,0.007477
0.280771,-0.029083
0.280816,-0.036804
0.280862,-0.023987
0.280907,0.005859
0.280952,0.039886
0.280998,0.046997
0.281043,0.018585
0.281088,-0.013672
0.281134,-0.020996
0.281179,-0.011200
0.281224,-0.001282
0.281270,0.002197
0.281315,-0.004761
0.281361,-0.010437
0.281406,0.002899
0.281451,0.022827
0.281497,0.024963
0.281542,0.010529
0.281587,-0.010315
0.281633,-0.034424
0.281678,-0.043427
0.281723,-0.011719
0.281769,0.048798
0.281814,0.085297
0.281859,0.060333
0.281905,-0.008636
0.281950,-0.071594
0.281995,-0.086639
0.282041,-0.042419
0.282086,0.035339
0.282132,0.093811
0.282177,0.087524
0.282222,0.019684
0.282268,-0.058350
0.282313,-0.092926
0.282358,-0.064117
0.282404,0.007019
0.282449,0.071228
0.282494,0.084412
0.282540,0.039917
0.282585,-0.027771
0.282630,-0.070831
0.282676,-0.062195
0.282721,-0.013794
0.282766,0.030212
0.282812,0.036346
0.282857,0.016846
0.282902,-0.000885
0.282948,-0.008759
0.282993,-0.006195
0.283039,0.000671
0.283084,-0.003540
0.283129,-0.018036
0.283175,-0.023376
0.283220,-0.007812
0.283265,0.022797
0.283311,0.046875
0.283356,0.039398
0.283401,-0.002167
0.283447,-0.050995
0.283492,-0.071167
0.283537,-0.040771
0.283583,0.026154
0.283628,0.080383
0.283673,0.078613
0.283719,0.022369
0.283764,-0.047058
0.283810,-0.081390
0.283855,-0.058990
0.283900,0.001160
0.283946,0.056885
0.283991,0.072266
0.284036,0.038361
0.284082,-0.020355
0.284127,-0.061859
0.284172,-0.059387
0.284218,-0.018219
0.284263,0.036804
0.284308,0.070923
0.284354,0.053497
0.284399,0.000336
0.284444,-0.032898
0.284490,-0.025574
0.284535,-0.007080
0.284580,0.001740
0.284626,0.003510
0.284671,0.001648
0.284717,-0.000153
0.284762,0.001129
0.284807,0.003540
0.284853,0.004730
0.284898,0.000275
0.284943,-0.011108
0.284989,-0.020721
0.285034,-0.016388
0.285079,0.009796
0.285125,0.044647
0.285170,0.053192
0.285215,0.019470
0.285261,-0.031525
0.285306,-0.063110
0.285351,-0.052063
0.285397,-0.003082
0.285442,0.042206
0.285488,0.047272
0.285533,0.022217
0.285578,-0.007965
0.285624,-0.034149
0.285669,-0.043701
0.285714,-0.018921
0.285760,0.030365
0.285805,0.063232
0.285850,0.049866
0.285896,0.003876
0.285941,-0.035675
0.285986,-0.043457
0.286032,-0.022705
0.286077,0.006897
0.286122,0.025085
0.286168,0.023315
0.286213,0.007965
0.286259,-0.010010
0.286304,-0.021393
0.286349,-0.019409
